Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: word-a,Spreadsheet: word-b,Spreadsheet: word-answer,Spreadsheet: meaning-prompt,Spreadsheet: meaning-a,Spreadsheet: meaning-b,Response,Correct,Reaction Time
20.0,13744443.0,condition-1,20.0,v6,visual,v6hu-huNwari.mp4,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6kd-gotugotu.mp4,0,17731.0
20.0,13744443.0,condition-1,21.0,a1,auditory,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,a1kd-batyabatya.mp4,splashing,drizzling,splashing,a1hu-sitosito.mp4,0,18017.0
20.0,13744443.0,condition-1,22.0,i7,interoceptive,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7kd-zokuzoku.mp4,1,38129.0
20.0,13744443.0,condition-1,23.0,v4,visual,v4kd-barabara.mp4,v4hu-bissiri.mp4,v4hu-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4kd-barabara.mp4,0,17188.0
20.0,13744443.0,condition-1,24.0,i5,interoceptive,i5kd-harahara.mp4,i5hu-nobinobi.mp4,i5kd-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5hu-nobinobi.mp4,0,15319.0
20.0,13744443.0,condition-1,25.0,i0,interoceptive,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0kd-wakuwaku.mp4,0,15065.0
20.0,13744443.0,condition-1,26.0,a4,auditory,a4hu-zuruzuru.mp4,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4hu-zuruzuru.mp4,1,22019.0
20.0,13744443.0,condition-1,27.0,v1,visual,v1hu-kurikuri.mp4,v1kd-gizagiza.mp4,v1kd-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1kd-gizagiza.mp4,1,15015.0
20.0,13744443.0,condition-1,28.0,i1,interoceptive,i1kd-gatugatu.mp4,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1kd-gatugatu.mp4,1,10863.0
20.0,13744443.0,condition-1,29.0,i2,interoceptive,i2hu-syoboN.mp4,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,"downhearted, dejected","happy, elated, euphoric","downhearted, dejected",i2hu-syoboN.mp4,1,13113.0
20.0,13744443.0,condition-1,30.0,v9,visual,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9hu-mukumuku.mp4,0,15698.0
20.0,13745045.0,condition-1,1.0,i1,interoceptive,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,i1kd-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1hu-geNnari.mp4,0,23134.10000004768
20.0,13745045.0,condition-1,2.0,i8,interoceptive,i8hu-hotto.mp4,i8kd-dokiri.mp4,i8hu-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8hu-hotto.mp4,1,19101.800000000017
20.0,13745045.0,condition-1,3.0,a1,auditory,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,a1kd-batyabatya.mp4,splashing,splashing,drizzling,a1hu-sitosito.mp4,0,17675.400000000023
20.0,13745045.0,condition-1,4.0,a4,auditory,a4hu-zuruzuru.mp4,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4hu-zuruzuru.mp4,1,19614.20000009536
20.0,13745045.0,condition-1,5.0,v7,visual,v7kd-kiritto.mp4,v7hu-boNyari.mp4,v7kd-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7hu-boNyari.mp4,0,17851.40000014304
20.0,13745045.0,condition-1,6.0,a2,auditory,a2hu-zyaazyaa.mp4,a2kd-potapota.mp4,a2hu-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2kd-potapota.mp4,0,14915.500000095344
20.0,13745045.0,condition-1,7.0,v9,visual,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9hu-mukumuku.mp4,0,20297.90000004769
20.0,13745045.0,condition-1,8.0,a8,auditory,a8hu-bosori.mp4,a8kd-kyaakyaa.mp4,a8hu-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8kd-kyaakyaa.mp4,0,20000.10000014305
20.0,13745045.0,condition-1,9.0,i0,interoceptive,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hu-uNzari.mp4,1,11836.900000095367
20.0,13745045.0,condition-1,10.0,v5,visual,v5hu-busuri.mp4,v5kd-nikoniko.mp4,v5kd-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kd-nikoniko.mp4,1,10258.90000000008
20.0,13745045.0,condition-1,11.0,a3,auditory,a3kd-syakisyaki.mp4,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3hu-ziriziri.mp4,0,20773.60000014305
20.0,13745045.0,condition-1,12.0,a5,auditory,a5kd-dotabata.mp4,a5hu-sororisorori.mp4,a5kd-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5hu-sororisorori.mp4,0,9076.400000047695
20.0,13745045.0,condition-1,13.0,a9,auditory,a9kd-sakutto.mp4,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kd-sakutto.mp4,1,11048.80000004766
20.0,13745045.0,condition-1,14.0,a7,auditory,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7hu-dosidosi.mp4,0,11140.0
20.0,13745045.0,condition-1,15.0,a0,auditory,a0kd-katakata.mp4,a0hu-gosogoso.mp4,a0hu-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hu-gosogoso.mp4,1,13512.100000047709
20.0,13745045.0,condition-1,16.0,i3,interoceptive,i3kd-iraira.mp4,i3hu-sukkiri.mp4,i3kd-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kd-iraira.mp4,1,10758.600000143051
20.0,13745045.0,condition-1,17.0,v2,visual,v2kd-kirakira.mp4,v2hu-doNyori.mp4,v2hu-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2kd-kirakira.mp4,0,16124.600000000037
20.0,13745045.0,condition-1,18.0,i9,interoceptive,i9kd-dokidoki.mp4,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9hu-yuttari.mp4,0,11865.299999999988
20.0,13745045.0,condition-1,19.0,i2,interoceptive,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,i2hu-syoboN.mp4,"downhearted, dejected","happy, elated, euphoric","downhearted, dejected",i2hu-syoboN.mp4,1,16682.80000004766
20.0,13745045.0,condition-1,20.0,v0,visual,v0hu-kukkiri.mp4,v0kd-tiratira.mp4,v0hu-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0hu-kukkiri.mp4,1,9496.500000047672
20.0,13745045.0,condition-1,21.0,v8,visual,v8hu-marumaru.mp4,v8kd-garigari.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8kd-garigari.mp4,0,13019.700000095414
20.0,13745045.0,condition-1,22.0,v1,visual,v1kd-gizagiza.mp4,v1hu-kurikuri.mp4,v1kd-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1hu-kurikuri.mp4,0,11929.200000143028
20.0,13745045.0,condition-1,23.0,v6,visual,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6hu-huNwari.mp4,1,11686.499999999884
20.0,13745045.0,condition-1,24.0,v3,visual,v3hu-pitari.mp4,v3kd-hirahira.mp4,v3kd-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3hu-pitari.mp4,0,11673.299999952316
20.0,13745045.0,condition-1,25.0,i6,interoceptive,i6kd-girigiri.mp4,i6hu-noNbiri.mp4,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6hu-noNbiri.mp4,1,11530.500000000116
20.0,13745045.0,condition-1,26.0,i7,interoceptive,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7kd-zokuzoku.mp4,1,10192.200000143028
20.0,13745045.0,condition-1,27.0,a6,auditory,a6hu-dosari.mp4,a6kd-katitto.mp4,a6hu-dosari.mp4,with a thud,with a thud,"click, snap",a6hu-dosari.mp4,1,17362.400000143098
20.0,13745045.0,condition-1,28.0,v4,visual,v4hu-bissiri.mp4,v4kd-barabara.mp4,v4hu-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4kd-barabara.mp4,0,13231.800000143005
20.0,13745045.0,condition-1,29.0,i5,interoceptive,i5kd-harahara.mp4,i5hu-nobinobi.mp4,i5kd-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5kd-harahara.mp4,1,13123.700000143028
20.0,13745045.0,condition-1,30.0,i4,interoceptive,i4hu-tyaNto.mp4,i4kd-dogimagi.mp4,i4hu-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4hu-tyaNto.mp4,1,10301.300000000048
20.0,13745051.0,condition-1,1.0,i1,interoceptive,i1kd-gatugatu.mp4,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1hu-geNnari.mp4,0,43575.0
20.0,13745051.0,condition-1,2.0,a7,auditory,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kd-gisigisi.mp4,1,30726.0
20.0,13745051.0,condition-1,3.0,a3,auditory,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3hu-ziriziri.mp4,0,27660.0
20.0,13745051.0,condition-1,4.0,i0,interoceptive,i0hu-uNzari.mp4,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hu-uNzari.mp4,1,27758.0
20.0,13745051.0,condition-1,5.0,v9,visual,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kd-bosabosa.mp4,1,37943.0
20.0,13745051.0,condition-1,6.0,v4,visual,v4hu-bissiri.mp4,v4kd-barabara.mp4,v4hu-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4kd-barabara.mp4,0,24420.0
20.0,13745051.0,condition-1,7.0,i2,interoceptive,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,i2hu-syoboN.mp4,"downhearted, dejected","happy, elated, euphoric","downhearted, dejected",i2kd-ruNruN.mp4,0,17015.0
20.0,13745051.0,condition-1,8.0,v6,visual,v6hu-huNwari.mp4,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hu-huNwari.mp4,1,27621.0
20.0,13745051.0,condition-1,9.0,i6,interoceptive,i6kd-girigiri.mp4,i6hu-noNbiri.mp4,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6hu-noNbiri.mp4,1,24520.0
20.0,13745051.0,condition-1,10.0,v3,visual,v3kd-hirahira.mp4,v3hu-pitari.mp4,v3kd-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hu-pitari.mp4,0,44532.0
20.0,13745051.0,condition-1,11.0,a6,auditory,a6hu-dosari.mp4,a6kd-katitto.mp4,a6hu-dosari.mp4,with a thud,"click, snap",with a thud,a6hu-dosari.mp4,1,24878.0
20.0,13745051.0,condition-1,12.0,i8,interoceptive,i8kd-dokiri.mp4,i8hu-hotto.mp4,i8hu-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8hu-hotto.mp4,1,32249.0
20.0,13745051.0,condition-1,13.0,i9,interoceptive,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9hu-yuttari.mp4,0,26254.0
20.0,13745051.0,condition-1,14.0,i3,interoceptive,i3kd-iraira.mp4,i3hu-sukkiri.mp4,i3kd-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3kd-iraira.mp4,1,36790.0
20.0,13745051.0,condition-1,15.0,a2,auditory,a2hu-zyaazyaa.mp4,a2kd-potapota.mp4,a2hu-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2kd-potapota.mp4,0,17213.0
20.0,13745051.0,condition-1,16.0,v2,visual,v2hu-doNyori.mp4,v2kd-kirakira.mp4,v2hu-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hu-doNyori.mp4,1,22549.0
20.0,13745051.0,condition-1,17.0,i7,interoceptive,i7kd-zokuzoku.mp4,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7hu-hokkori.mp4,0,23919.0
20.0,13745051.0,condition-1,18.0,v1,visual,v1kd-gizagiza.mp4,v1hu-kurikuri.mp4,v1kd-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1hu-kurikuri.mp4,0,17111.0
20.0,13745051.0,condition-1,19.0,a8,auditory,a8hu-bosori.mp4,a8kd-kyaakyaa.mp4,a8hu-bosori.mp4,"in a whisper, in a murmur","shrieking, squealing","in a whisper, in a murmur",a8kd-kyaakyaa.mp4,0,15078.0
20.0,13745051.0,condition-1,20.0,v0,visual,v0kd-tiratira.mp4,v0hu-kukkiri.mp4,v0hu-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0hu-kukkiri.mp4,1,23449.0
20.0,13745051.0,condition-1,21.0,a4,auditory,a4hu-zuruzuru.mp4,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4kd-poripori.mp4,0,25150.0
20.0,13745051.0,condition-1,22.0,a9,auditory,a9kd-sakutto.mp4,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kd-sakutto.mp4,1,17945.0
20.0,13745051.0,condition-1,23.0,a0,auditory,a0kd-katakata.mp4,a0hu-gosogoso.mp4,a0hu-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0kd-katakata.mp4,0,22081.0
20.0,13745051.0,condition-1,24.0,a5,auditory,a5hu-sororisorori.mp4,a5kd-dotabata.mp4,a5kd-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5kd-dotabata.mp4,1,29286.0
20.0,13745051.0,condition-1,25.0,v8,visual,v8kd-garigari.mp4,v8hu-marumaru.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hu-marumaru.mp4,1,33021.0
20.0,13745051.0,condition-1,26.0,v5,visual,v5kd-nikoniko.mp4,v5hu-busuri.mp4,v5kd-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kd-nikoniko.mp4,1,23283.0
20.0,13745051.0,condition-1,27.0,i4,interoceptive,i4kd-dogimagi.mp4,i4hu-tyaNto.mp4,i4hu-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4kd-dogimagi.mp4,0,28451.0
20.0,13745051.0,condition-1,28.0,v7,visual,v7hu-boNyari.mp4,v7kd-kiritto.mp4,v7kd-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7kd-kiritto.mp4,1,22814.0
20.0,13745051.0,condition-1,29.0,i5,interoceptive,i5hu-nobinobi.mp4,i5kd-harahara.mp4,i5kd-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5kd-harahara.mp4,1,20415.0
20.0,13745051.0,condition-1,30.0,a1,auditory,a1kd-batyabatya.mp4,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,splashing,drizzling,splashing,a1kd-batyabatya.mp4,1,20948.0
20.0,13745400.0,condition-1,1.0,a8,auditory,a8kd-kyaakyaa.mp4,a8hu-bosori.mp4,a8hu-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8kd-kyaakyaa.mp4,0,10614.199999997045
20.0,13745400.0,condition-1,2.0,i5,interoceptive,i5kd-harahara.mp4,i5hu-nobinobi.mp4,i5kd-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5hu-nobinobi.mp4,0,9012.699999997045
20.0,13745400.0,condition-1,3.0,i0,interoceptive,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0kd-wakuwaku.mp4,0,10696.90000000596
20.0,13745400.0,condition-1,4.0,i7,interoceptive,i7kd-zokuzoku.mp4,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7hu-hokkori.mp4,0,9854.699999997045
20.0,13745400.0,condition-1,5.0,a5,auditory,a5kd-dotabata.mp4,a5hu-sororisorori.mp4,a5kd-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5hu-sororisorori.mp4,0,8068.800000002957
20.0,13745400.0,condition-1,6.0,v1,visual,v1kd-gizagiza.mp4,v1hu-kurikuri.mp4,v1kd-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1kd-gizagiza.mp4,1,9461.599999999977
20.0,13745400.0,condition-1,7.0,i8,interoceptive,i8hu-hotto.mp4,i8kd-dokiri.mp4,i8hu-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8hu-hotto.mp4,1,9431.600000005972
20.0,13745400.0,condition-1,8.0,v9,visual,v9kd-bosabosa.mp4,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9hu-mukumuku.mp4,0,10880.599999997066
20.0,13745400.0,condition-1,9.0,v7,visual,v7hu-boNyari.mp4,v7kd-kiritto.mp4,v7kd-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7hu-boNyari.mp4,0,12176.000000005935
20.0,13745400.0,condition-1,10.0,a6,auditory,a6kd-katitto.mp4,a6hu-dosari.mp4,a6hu-dosari.mp4,with a thud,"click, snap",with a thud,a6hu-dosari.mp4,1,8450.300000005984
20.0,13745400.0,condition-1,11.0,v3,visual,v3kd-hirahira.mp4,v3hu-pitari.mp4,v3kd-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3kd-hirahira.mp4,1,8571.899999994086
20.0,13745400.0,condition-1,12.0,v6,visual,v6hu-huNwari.mp4,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hu-huNwari.mp4,1,8712.099999997066
20.0,13745400.0,condition-1,13.0,v4,visual,v4hu-bissiri.mp4,v4kd-barabara.mp4,v4hu-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4hu-bissiri.mp4,1,9429.099999997066
20.0,13745400.0,condition-1,14.0,i4,interoceptive,i4kd-dogimagi.mp4,i4hu-tyaNto.mp4,i4hu-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4hu-tyaNto.mp4,1,8568.20000000298
20.0,13745400.0,condition-1,15.0,a7,auditory,a7kd-gisigisi.mp4,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kd-gisigisi.mp4,1,8896.40000000596
20.0,13745400.0,condition-1,16.0,i9,interoceptive,i9kd-dokidoki.mp4,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9kd-dokidoki.mp4,1,11699.70000000298
20.0,13745400.0,condition-1,17.0,v0,visual,v0hu-kukkiri.mp4,v0kd-tiratira.mp4,v0hu-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0hu-kukkiri.mp4,1,9584.199999999952
20.0,13745400.0,condition-1,18.0,i3,interoceptive,i3hu-sukkiri.mp4,i3kd-iraira.mp4,i3kd-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kd-iraira.mp4,1,8635.800000000047
20.0,13745400.0,condition-1,19.0,a3,auditory,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3kd-syakisyaki.mp4,1,8423.700000006007
20.0,13745400.0,condition-1,20.0,a9,auditory,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,a9kd-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kd-sakutto.mp4,1,12451.79999999702
20.0,13745400.0,condition-1,21.0,i2,interoceptive,i2hu-syoboN.mp4,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2hu-syoboN.mp4,1,10048.20000000298
20.0,13745400.0,condition-1,22.0,a2,auditory,a2kd-potapota.mp4,a2hu-zyaazyaa.mp4,a2hu-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2kd-potapota.mp4,0,10404.699999994016
20.0,13745400.0,condition-1,23.0,a0,auditory,a0hu-gosogoso.mp4,a0kd-katakata.mp4,a0hu-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0hu-gosogoso.mp4,1,11506.000000003029
20.0,13745400.0,condition-1,24.0,v2,visual,v2hu-doNyori.mp4,v2kd-kirakira.mp4,v2hu-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2kd-kirakira.mp4,0,10016.900000002934
20.0,13745400.0,condition-1,25.0,v5,visual,v5hu-busuri.mp4,v5kd-nikoniko.mp4,v5kd-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5hu-busuri.mp4,0,11005.70000000298
20.0,13745400.0,condition-1,26.0,i6,interoceptive,i6kd-girigiri.mp4,i6hu-noNbiri.mp4,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6hu-noNbiri.mp4,1,9119.399999994086
20.0,13745400.0,condition-1,27.0,i1,interoceptive,i1kd-gatugatu.mp4,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1hu-geNnari.mp4,0,10743.900000000023
20.0,13745400.0,condition-1,28.0,a4,auditory,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,a4hu-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4kd-poripori.mp4,0,10124.999999994065
20.0,13745400.0,condition-1,29.0,a1,auditory,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,a1kd-batyabatya.mp4,splashing,splashing,drizzling,a1hu-sitosito.mp4,0,8884.399999994086
20.0,13745400.0,condition-1,30.0,v8,visual,v8hu-marumaru.mp4,v8kd-garigari.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8kd-garigari.mp4,0,8377.800000005984
20.0,13748897.0,condition-1,1.0,v8,visual,v8hu-marumaru.mp4,v8kd-garigari.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8kd-garigari.mp4,0,12815.0
20.0,13748897.0,condition-1,2.0,a7,auditory,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kd-gisigisi.mp4,1,9606.0
20.0,13748897.0,condition-1,3.0,i9,interoceptive,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9hu-yuttari.mp4,0,13032.0
20.0,13748897.0,condition-1,4.0,v6,visual,v6hu-huNwari.mp4,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hu-huNwari.mp4,1,11845.0
20.0,13748897.0,condition-1,5.0,a9,auditory,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,a9kd-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kd-sakutto.mp4,1,9908.0
20.0,13748897.0,condition-1,6.0,i3,interoceptive,i3hu-sukkiri.mp4,i3kd-iraira.mp4,i3kd-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kd-iraira.mp4,1,10842.0
20.0,13748897.0,condition-1,7.0,v9,visual,v9kd-bosabosa.mp4,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kd-bosabosa.mp4,1,20483.0
20.0,13748897.0,condition-1,8.0,v2,visual,v2hu-doNyori.mp4,v2kd-kirakira.mp4,v2hu-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hu-doNyori.mp4,1,9657.0
20.0,13748897.0,condition-1,9.0,i0,interoceptive,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0kd-wakuwaku.mp4,0,11595.0
20.0,13748897.0,condition-1,10.0,a4,auditory,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,a4hu-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4hu-zuruzuru.mp4,1,8839.0
20.0,13748897.0,condition-1,11.0,a3,auditory,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3kd-syakisyaki.mp4,1,8772.0
20.0,13748897.0,condition-1,12.0,a1,auditory,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,a1kd-batyabatya.mp4,splashing,drizzling,splashing,a1hu-sitosito.mp4,0,9925.0
