Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: word-a,Spreadsheet: word-b,Spreadsheet: word-answer,Spreadsheet: meaning-prompt,Spreadsheet: meaning-a,Spreadsheet: meaning-b,Response,Correct,Reaction Time
19.0,13608280.0,condition-3,18.0,i1,interoceptive,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1kh-gatugatu.mp4,1,26517.39999997616
19.0,13608280.0,condition-3,19.0,i0,interoceptive,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0hk-uNzari.mp4,1,18065.600000000093
19.0,13608280.0,condition-3,20.0,v4,visual,v4hk-bissiri.mp4,v4kh-barabara.mp4,v4hk-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hk-bissiri.mp4,1,23449.300000023795
19.0,13608280.0,condition-3,21.0,v7,visual,v7hk-boNyari.mp4,v7kh-kiritto.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7hk-boNyari.mp4,0,10006.300000023795
19.0,13608280.0,condition-3,22.0,i8,interoceptive,i8hk-hotto.mp4,i8kh-dokiri.mp4,i8hk-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8hk-hotto.mp4,1,12008.30000004766
19.0,13608280.0,condition-3,23.0,a9,auditory,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,a9kh-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kh-sakutto.mp4,1,10024.699999999952
19.0,13608280.0,condition-3,24.0,i9,interoceptive,i9kh-dokidoki.mp4,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9kh-dokidoki.mp4,1,8305.500000023865
19.0,13608280.0,condition-3,25.0,a0,auditory,a0hk-gosogoso.mp4,a0kh-katakata.mp4,a0hk-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0hk-gosogoso.mp4,1,13568.099999976112
19.0,13608280.0,condition-3,26.0,v6,visual,v6hk-huNwari.mp4,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6kh-gotugotu.mp4,0,23958.30000004768
19.0,13608280.0,condition-3,27.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kh-bosabosa.mp4,1,14710.000000023843
19.0,13608280.0,condition-3,28.0,a4,auditory,a4hk-zuruzuru.mp4,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4kh-poripori.mp4,0,8903.000000023843
19.0,13608280.0,condition-3,29.0,v1,visual,v1kh-gizagiza.mp4,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1kh-gizagiza.mp4,1,22918.30000002384
19.0,13608280.0,condition-3,30.0,a1,auditory,a1kh-batyabatya.mp4,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,splashing,drizzling,splashing,a1hk-sitosito.mp4,0,9165.899999952322
19.0,13611062.0,condition-2,1.0,v5,visual,v5hh-busuri.mp4,v5kk-nikoniko.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kk-nikoniko.mp4,1,8457.799999999988
19.0,13611062.0,condition-2,2.0,v7,visual,v7kk-kiritto.mp4,v7hh-boNyari.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7kk-kiritto.mp4,1,14746.200000035751
19.0,13611062.0,condition-2,3.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kk-iraira.mp4,1,8726.90000002383
19.0,13611062.0,condition-2,4.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5kk-harahara.mp4,1,10610.599999999977
19.0,13611062.0,condition-2,5.0,a5,auditory,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5kk-dotabata.mp4,1,24291.300000023853
19.0,13611062.0,condition-2,6.0,i1,interoceptive,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,i1kk-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1kk-gatugatu.mp4,1,13476.200000011944
19.0,13611062.0,condition-2,7.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kk-bosabosa.mp4,1,27703.400000035763
19.0,13611062.0,condition-2,8.0,a9,auditory,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,a9kk-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9hh-mogomogo.mp4,0,10595.400000047635
19.0,13611062.0,condition-2,9.0,a1,auditory,a1kk-batyabatya.mp4,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,splashing,splashing,drizzling,a1kk-batyabatya.mp4,1,9829.79999999993
19.0,13611062.0,condition-2,10.0,i4,interoceptive,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4hh-tyaNto.mp4,1,15265.900000047635
19.0,13611062.0,condition-2,11.0,a6,auditory,a6kk-katitto.mp4,a6hh-dosari.mp4,a6hh-dosari.mp4,with a thud,"click, snap",with a thud,a6hh-dosari.mp4,1,13654.100000011967
19.0,13611062.0,condition-2,12.0,v0,visual,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0hh-kukkiri.mp4,1,9281.600000011967
19.0,13611062.0,condition-2,13.0,i0,interoceptive,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hh-uNzari.mp4,1,8917.00000003574
19.0,13611062.0,condition-2,14.0,a4,auditory,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,a4hh-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4hh-zuruzuru.mp4,1,9441.50000003574
19.0,13611062.0,condition-2,15.0,a0,auditory,a0hh-gosogoso.mp4,a0kk-katakata.mp4,a0hh-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0hh-gosogoso.mp4,1,8587.800000035786
19.0,13611062.0,condition-2,16.0,a2,auditory,a2hh-zyaazyaa.mp4,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2hh-zyaazyaa.mp4,1,8163.699999999953
19.0,13611062.0,condition-2,17.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3kk-syakisyaki.mp4,1,9416.699999999952
19.0,13611062.0,condition-2,18.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7hh-hokkori.mp4,0,25278.800000000047
19.0,13611062.0,condition-2,19.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8hh-bosori.mp4,1,16016.80000001192
19.0,13611062.0,condition-2,20.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hh-doNyori.mp4,1,16655.50000003574
19.0,13611062.0,condition-2,21.0,i9,interoceptive,i9kk-dokidoki.mp4,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9kk-dokidoki.mp4,1,14545.0
19.0,13611062.0,condition-2,22.0,v1,visual,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,v1kk-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1kk-gizagiza.mp4,1,8899.400000035763
19.0,13611062.0,condition-2,23.0,i6,interoceptive,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6kk-girigiri.mp4,0,13256.100000023842
19.0,13611062.0,condition-2,24.0,i8,interoceptive,i8kk-dokiri.mp4,i8hh-hotto.mp4,i8hh-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8hh-hotto.mp4,1,12369.500000023863
19.0,13611062.0,condition-2,25.0,i2,interoceptive,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,i2hh-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kk-ruNruN.mp4,0,11220.00000004773
19.0,13611062.0,condition-2,26.0,v6,visual,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6hh-huNwari.mp4,1,13123.099999999977
19.0,13611062.0,condition-2,27.0,a7,auditory,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak","with a creak, squeak","tramping, stomping",a7hh-dosidosi.mp4,0,9203.800000000048
19.0,13611062.0,condition-2,28.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hh-marumaru.mp4,1,8751.700000047684
19.0,13611062.0,condition-2,29.0,v4,visual,v4hh-bissiri.mp4,v4kk-barabara.mp4,v4hh-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4kk-barabara.mp4,0,13933.0
19.0,13611062.0,condition-2,30.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hh-pitari.mp4,0,16211.20000000007
19.0,13611736.0,condition-3,1.0,v0,visual,v0hk-kukkiri.mp4,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0kh-tiratira.mp4,0,22870.499999952328
19.0,13611736.0,condition-3,2.0,i8,interoceptive,i8hk-hotto.mp4,i8kh-dokiri.mp4,i8hk-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8kh-dokiri.mp4,0,40557.89999998809
19.0,13611736.0,condition-3,3.0,v4,visual,v4kh-barabara.mp4,v4hk-bissiri.mp4,v4hk-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4kh-barabara.mp4,0,91760.19999997616
19.0,13611736.0,condition-3,4.0,i0,interoceptive,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hk-uNzari.mp4,1,16213.199999976148
19.0,13611736.0,condition-3,5.0,a1,auditory,a1kh-batyabatya.mp4,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,splashing,splashing,drizzling,a1kh-batyabatya.mp4,1,54404.39999997616
19.0,13611736.0,condition-3,6.0,v3,visual,v3kh-hirahira.mp4,v3hk-pitari.mp4,v3kh-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3kh-hirahira.mp4,1,53654.5
19.0,13611736.0,condition-3,7.0,a4,auditory,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,a4hk-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4kh-poripori.mp4,0,15829.099999964235
19.0,13611736.0,condition-3,8.0,v2,visual,v2hk-doNyori.mp4,v2kh-kirakira.mp4,v2hk-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hk-doNyori.mp4,1,1121099.0999999642
19.0,13611736.0,condition-3,9.0,i4,interoceptive,i4hk-tyaNto.mp4,i4kh-dogimagi.mp4,i4hk-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4kh-dogimagi.mp4,0,20496.29999995232
19.0,13611736.0,condition-3,10.0,i9,interoceptive,i9kh-dokidoki.mp4,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9kh-dokidoki.mp4,1,23492.39999997616
19.0,13611736.0,condition-3,11.0,i6,interoceptive,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6hk-noNbiri.mp4,1,73120.3999999999
19.0,13611736.0,condition-3,12.0,v5,visual,v5hk-busuri.mp4,v5kh-nikoniko.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5kh-nikoniko.mp4,1,62625.69999998808
19.0,13611736.0,condition-3,13.0,v7,visual,v7hk-boNyari.mp4,v7kh-kiritto.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7kh-kiritto.mp4,1,24912.999999964144
19.0,13611736.0,condition-3,14.0,a8,auditory,a8hk-bosori.mp4,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur","shrieking, squealing","in a whisper, in a murmur",a8hk-bosori.mp4,1,32589.29999996419
19.0,13611736.0,condition-3,15.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5hk-sororisorori.mp4,0,10722.799999988172
19.0,13611736.0,condition-3,16.0,v6,visual,v6hk-huNwari.mp4,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6kh-gotugotu.mp4,0,10685.499999988126
19.0,13611736.0,condition-3,17.0,v1,visual,v1kh-gizagiza.mp4,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1hk-kurikuri.mp4,0,48046.99999995227
19.0,13611736.0,condition-3,18.0,a0,auditory,a0hk-gosogoso.mp4,a0kh-katakata.mp4,a0hk-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0kh-katakata.mp4,0,119936.69999999995
19.0,13611736.0,condition-3,19.0,a9,auditory,a9kh-sakutto.mp4,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kh-sakutto.mp4,1,20737.69999997597
19.0,13611736.0,condition-3,20.0,a3,auditory,a3kh-syakisyaki.mp4,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3kh-syakisyaki.mp4,1,37093.5
19.0,13611736.0,condition-3,21.0,i7,interoceptive,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7kh-zokuzoku.mp4,1,38035.19999995222
19.0,13611736.0,condition-3,22.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9kh-bosabosa.mp4,1,68942.09999998799
19.0,13611736.0,condition-3,23.0,a2,auditory,a2hk-zyaazyaa.mp4,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2hk-zyaazyaa.mp4,1,8503.999999987893
19.0,13611736.0,condition-3,24.0,a7,auditory,a7hk-dosidosi.mp4,a7kh-gisigisi.mp4,a7kh-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kh-gisigisi.mp4,1,53353.79999997607
19.0,13611736.0,condition-3,25.0,i1,interoceptive,i1kh-gatugatu.mp4,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1hk-geNnari.mp4,0,13365.399999964053
19.0,13611736.0,condition-3,26.0,v8,visual,v8kh-garigari.mp4,v8hk-marumaru.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8hk-marumaru.mp4,1,9773.399999999909
19.0,13611736.0,condition-3,27.0,i2,interoceptive,i2hk-syoboN.mp4,i2kh-ruNruN.mp4,i2hk-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kh-ruNruN.mp4,0,36942.69999995222
19.0,13611736.0,condition-3,28.0,a6,auditory,a6hk-dosari.mp4,a6kh-katitto.mp4,a6hk-dosari.mp4,with a thud,"click, snap",with a thud,a6kh-katitto.mp4,0,36619.19999995222
19.0,13611736.0,condition-3,29.0,i5,interoceptive,i5kh-harahara.mp4,i5hk-nobinobi.mp4,i5kh-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5hk-nobinobi.mp4,0,21421.99999997625
19.0,13611736.0,condition-3,30.0,i3,interoceptive,i3hk-sukkiri.mp4,i3kh-iraira.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3hk-sukkiri.mp4,0,17835.700000000186
19.0,13611841.0,condition-2,1.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3hh-sukkiri.mp4,0,19875.200000000183
19.0,13611841.0,condition-2,2.0,i6,interoceptive,i6hh-noNbiri.mp4,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6kk-girigiri.mp4,0,14731.500000000551
19.0,13611841.0,condition-2,3.0,a7,auditory,a7kk-gisigisi.mp4,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kk-gisigisi.mp4,1,17554.000000000553
19.0,13611841.0,condition-2,4.0,a2,auditory,a2hh-zyaazyaa.mp4,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hh-zyaazyaa.mp4,1,13509.100000000006
19.0,13611841.0,condition-2,5.0,v9,visual,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kk-bosabosa.mp4,1,29452.400000000373
19.0,13611841.0,condition-2,6.0,a8,auditory,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8kk-kyaakyaa.mp4,0,16637.30000000057
19.0,13611841.0,condition-2,7.0,a4,auditory,a4hh-zuruzuru.mp4,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4kk-poripori.mp4,0,31952.20000000036
19.0,13611841.0,condition-2,8.0,v6,visual,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6kk-gotugotu.mp4,0,10856.900000000547
19.0,13611841.0,condition-2,9.0,v4,visual,v4hh-bissiri.mp4,v4kk-barabara.mp4,v4hh-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hh-bissiri.mp4,1,15078.499999999824
19.0,13611841.0,condition-2,10.0,v5,visual,v5hh-busuri.mp4,v5kk-nikoniko.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5hh-busuri.mp4,0,8458.700000000012
19.0,13611841.0,condition-2,11.0,a9,auditory,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,a9kk-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kk-sakutto.mp4,1,8502.700000000012
19.0,13611841.0,condition-2,12.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3kk-syakisyaki.mp4,1,8179.900000000547
19.0,13611841.0,condition-2,13.0,v3,visual,v3hh-pitari.mp4,v3kk-hirahira.mp4,v3kk-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hh-pitari.mp4,0,13528.00000000035
19.0,13611841.0,condition-2,14.0,i1,interoceptive,i1kk-gatugatu.mp4,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1hh-geNnari.mp4,0,22767.00000000017
19.0,13611841.0,condition-2,15.0,i0,interoceptive,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0kk-wakuwaku.mp4,0,9366.60000000056
19.0,13611841.0,condition-2,16.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5hh-nobinobi.mp4,0,15093.89999999944
19.0,13611841.0,condition-2,17.0,i8,interoceptive,i8kk-dokiri.mp4,i8hh-hotto.mp4,i8hh-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8kk-dokiri.mp4,0,20382.400000000023
19.0,13611841.0,condition-2,18.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hh-doNyori.mp4,1,8708.200000000943
19.0,13611841.0,condition-2,19.0,i9,interoceptive,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9kk-dokidoki.mp4,1,13657.500000000582
19.0,13611841.0,condition-2,20.0,v7,visual,v7hh-boNyari.mp4,v7kk-kiritto.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7kk-kiritto.mp4,1,8804.999999999825
19.0,13611841.0,condition-2,21.0,i4,interoceptive,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4kk-dogimagi.mp4,0,17378.200000000536
19.0,13611841.0,condition-2,22.0,v0,visual,v0hh-kukkiri.mp4,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0hh-kukkiri.mp4,1,20944.799999999464
19.0,13611841.0,condition-2,23.0,i2,interoceptive,i2hh-syoboN.mp4,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kk-ruNruN.mp4,0,11668.700000000945
19.0,13611841.0,condition-2,24.0,a6,auditory,a6kk-katitto.mp4,a6hh-dosari.mp4,a6hh-dosari.mp4,with a thud,"click, snap",with a thud,a6hh-dosari.mp4,1,10507.500000000582
19.0,13611841.0,condition-2,25.0,a0,auditory,a0hh-gosogoso.mp4,a0kk-katakata.mp4,a0hh-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hh-gosogoso.mp4,1,9521.500000000233
19.0,13611841.0,condition-2,26.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8kk-garigari.mp4,0,19749.79999999993
19.0,13611841.0,condition-2,27.0,a5,auditory,a5kk-dotabata.mp4,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5kk-dotabata.mp4,1,16070.299999999814
19.0,13611841.0,condition-2,28.0,i7,interoceptive,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7kk-zokuzoku.mp4,1,20180.999999999414
19.0,13611841.0,condition-2,29.0,a1,auditory,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,a1kk-batyabatya.mp4,splashing,drizzling,splashing,a1hh-sitosito.mp4,0,8066.90000000014
19.0,13611841.0,condition-2,30.0,v1,visual,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,v1kk-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1kk-gizagiza.mp4,1,16314.800000000512
19.0,13612053.0,condition-3,1.0,a2,auditory,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,a2hk-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hk-zyaazyaa.mp4,1,32963.999999994034
19.0,13612053.0,condition-3,2.0,i3,interoceptive,i3hk-sukkiri.mp4,i3kh-iraira.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3kh-iraira.mp4,1,14622.899999997026
19.0,13612053.0,condition-3,3.0,i6,interoceptive,i6hk-noNbiri.mp4,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6hk-noNbiri.mp4,1,17493.899999997026
19.0,13612053.0,condition-3,4.0,i7,interoceptive,i7kh-zokuzoku.mp4,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7kh-zokuzoku.mp4,1,18868.20000000595
19.0,13612053.0,condition-3,5.0,v7,visual,v7hk-boNyari.mp4,v7kh-kiritto.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7kh-kiritto.mp4,1,14689.499999994034
