Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: rated-word,Spreadsheet: rated-meaning,rating,Reaction Time
20.0,13748897.0,condition-1,16.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",6,5011.0
20.0,13748897.0,condition-1,17.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",5,6598.0
20.0,13748897.0,condition-1,18.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,4,34297.0
20.0,13748897.0,condition-1,19.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",4,10675.0
20.0,13748897.0,condition-1,20.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,3,8169.0
20.0,13748897.0,condition-1,21.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",1,9890.0
20.0,13748897.0,condition-1,22.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",4,5762.0
20.0,13748897.0,condition-1,23.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",1,4610.0
20.0,13748897.0,condition-1,24.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",1,5227.0
20.0,13748897.0,condition-1,25.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",4,5714.0
20.0,13748897.0,condition-1,26.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",4,7334.0
20.0,13748897.0,condition-1,27.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",5,4717.0
20.0,13748897.0,condition-1,28.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",4,4979.0
20.0,13748897.0,condition-1,29.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",2,6148.0
20.0,13748897.0,condition-1,30.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,3,5429.0
20.0,13750143.0,condition-1,1.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",1,10583.0
20.0,13750143.0,condition-1,2.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,6,6023.0
20.0,13750143.0,condition-1,3.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",7,5216.0
20.0,13750143.0,condition-1,4.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",6,5145.0
20.0,13750143.0,condition-1,5.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",1,8184.0
20.0,13750143.0,condition-1,6.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",6,11034.0
20.0,13750143.0,condition-1,7.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",6,7058.0
20.0,13750143.0,condition-1,8.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",1,7984.0
20.0,13750143.0,condition-1,9.0,a6,auditory,a6hu-dosari.mp4,with a thud,7,6690.0
20.0,13750143.0,condition-1,10.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",1,6928.0
20.0,13750143.0,condition-1,11.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",6,6299.0
20.0,13750143.0,condition-1,12.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",7,6104.0
20.0,13750143.0,condition-1,13.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",2,9424.0
20.0,13750143.0,condition-1,14.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",6,5708.0
20.0,13750143.0,condition-1,15.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",7,5877.0
20.0,13750143.0,condition-1,16.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",2,6846.0
20.0,13750143.0,condition-1,17.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",6,5861.000000000058
20.0,13750143.0,condition-1,18.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",1,15051.0
20.0,13750143.0,condition-1,19.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,6,11564.0
20.0,13750143.0,condition-1,20.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",6,11095.000000000058
20.0,13750143.0,condition-1,21.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,1,7572.0
20.0,13750143.0,condition-1,22.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,7,5596.0
20.0,13750143.0,condition-1,23.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",7,5190.0
20.0,13750143.0,condition-1,24.0,a1,auditory,a1kd-batyabatya.mp4,splashing,6,6357.0
20.0,13750143.0,condition-1,25.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",6,11220.0
20.0,13750143.0,condition-1,26.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,1,7432.0
20.0,13750143.0,condition-1,27.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",6,5338.0
20.0,13750143.0,condition-1,28.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",7,6947.0
20.0,13750143.0,condition-1,29.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",6,5289.0
20.0,13750143.0,condition-1,30.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,3,10166.0
20.0,13752970.0,condition-1,1.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",4,11665.1
20.0,13752970.0,condition-1,2.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",4,6370.900000002235
20.0,13752970.0,condition-1,3.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",6,5043.200000001496
20.0,13752970.0,condition-1,4.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",5,5462.599999999249
20.0,13752970.0,condition-1,5.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",5,6582.000000000742
20.0,13752970.0,condition-1,6.0,a6,auditory,a6hu-dosari.mp4,with a thud,3,6403.100000000748
20.0,13752970.0,condition-1,7.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,5,5199.500000000015
20.0,13752970.0,condition-1,8.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",7,4746.60000000149
20.0,13752970.0,condition-1,9.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",6,5616.100000002232
20.0,13752970.0,condition-1,10.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,5,5321.399999999994
20.0,13752970.0,condition-1,11.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",6,5028.5
20.0,13752970.0,condition-1,12.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",7,5266.200000000012
20.0,13752970.0,condition-1,13.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",4,5895.000000000757
20.0,13752970.0,condition-1,14.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,4,5674.000000002241
20.0,13752970.0,condition-1,15.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",4,4750.500000000029
20.0,13752970.0,condition-1,16.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",6,5294.0
20.0,13752970.0,condition-1,17.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",5,6426.100000000733
20.0,13752970.0,condition-1,18.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,7,5185.400000002235
20.0,13752970.0,condition-1,19.0,a1,auditory,a1kd-batyabatya.mp4,splashing,6,5017.400000001479
20.0,13752970.0,condition-1,20.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",6,5045.700000002224
20.0,13752970.0,condition-1,21.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,6,4729.199999999255
20.0,13752970.0,condition-1,22.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,5,5946.699999999255
20.0,13752970.0,condition-1,23.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",6,4735.399999999994
20.0,13752970.0,condition-1,24.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",3,6454.100000002247
20.0,13752970.0,condition-1,25.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",5,4998.100000000006
20.0,13752970.0,condition-1,26.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",6,4707.499999999243
20.0,13752970.0,condition-1,27.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",6,5116.200000000012
20.0,13752970.0,condition-1,28.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",7,4682.8000000000175
20.0,13752970.0,condition-1,29.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",5,5415.899999999965
20.0,13752970.0,condition-1,30.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",4,6011.400000001479
20.0,13755646.0,condition-2,1.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",6,15892.839999999997
20.0,13755646.0,condition-2,2.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,6,7311.320000000007
20.0,13755646.0,condition-2,3.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,7,6809.639999999999
20.0,13755646.0,condition-2,4.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,6,7397.639999999999
20.0,13755646.0,condition-2,5.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",7,9794.14
20.0,13755646.0,condition-2,6.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",7,7444.580000000002
20.0,13755646.0,condition-2,7.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,2,6133.8399999999965
20.0,13755646.0,condition-2,8.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",5,7221.75999999998
20.0,13755646.0,condition-2,9.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",7,6639.919999999984
20.0,13755646.0,condition-2,10.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",3,6035.479999999981
20.0,13755646.0,condition-2,11.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,7,6166.959999999992
20.0,13755646.0,condition-2,12.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",1,6483.459999999992
20.0,13755646.0,condition-2,13.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,2,6583.559999999998
20.0,13755646.0,condition-2,14.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",4,6597.659999999974
20.0,13755646.0,condition-2,15.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",6,6114.799999999988
20.0,13755646.0,condition-2,16.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",5,6859.299999999988
20.0,13755646.0,condition-2,17.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",1,8521.540000000008
20.0,13755646.0,condition-2,18.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",3,8196.559999999998
20.0,13755646.0,condition-2,19.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",6,6115.620000000024
20.0,13755646.0,condition-2,20.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",3,7054.920000000013
20.0,13755646.0,condition-2,21.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",1,5744.0199999999895
20.0,13755646.0,condition-2,22.0,a6,auditory,a6hh-dosari.mp4,with a thud,1,5840.780000000028
20.0,13755646.0,condition-2,23.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",5,11897.799999999988
20.0,13755646.0,condition-2,24.0,a1,auditory,a1kk-batyabatya.mp4,splashing,1,5529.380000000005
20.0,13755646.0,condition-2,25.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",5,6650.0
20.0,13755646.0,condition-2,26.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",3,5652.940000000002
20.0,13755646.0,condition-2,27.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",7,6715.159999999974
20.0,13755646.0,condition-2,28.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",1,5808.719999999972
20.0,13755646.0,condition-2,29.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",4,7899.919999999984
20.0,13755646.0,condition-2,30.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",7,5804.580000000016
20.0,13760748.0,condition-1,1.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",2,6228.799999999996
20.0,13760748.0,condition-1,2.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",6,4829.900000023845
20.0,13760748.0,condition-1,3.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",1,5101.500000023836
20.0,13760748.0,condition-1,4.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",6,6311.400000000009
20.0,13760748.0,condition-1,5.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",6,5852.799999952316
20.0,13760748.0,condition-1,6.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",6,4585.5
20.0,13760748.0,condition-1,7.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,2,4487.899999999994
20.0,13760748.0,condition-1,8.0,a6,auditory,a6hu-dosari.mp4,with a thud,6,4934.700000047684
20.0,13760748.0,condition-1,9.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",6,5258.899999999994
20.0,13760748.0,condition-1,10.0,a1,auditory,a1kd-batyabatya.mp4,splashing,1,4871.799999952316
20.0,13760748.0,condition-1,11.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",6,4982.799999976152
20.0,13760748.0,condition-1,12.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",6,4969.59999997617
20.0,13760748.0,condition-1,13.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",2,5266.100000047678
20.0,13760748.0,condition-1,14.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",7,4662.899999999994
20.0,13760748.0,condition-1,15.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,1,4449.199999952311
20.0,13760748.0,condition-1,16.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",6,4777.399999999994
20.0,13760748.0,condition-1,17.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",6,4463.099999999977
20.0,13760748.0,condition-1,18.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",6,5011.600000000006
20.0,13760748.0,condition-1,19.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,7,4650.000000047672
20.0,13760748.0,condition-1,20.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",6,4938.399999976158
20.0,13760748.0,condition-1,21.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",1,4652.8000000238535
20.0,13760748.0,condition-1,22.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",6,4699.999999976164
20.0,13760748.0,condition-1,23.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,6,5166.09999997617
20.0,13760748.0,condition-1,24.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",6,5063.299999976152
20.0,13760748.0,condition-1,25.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",6,4387.40000002383
20.0,13760748.0,condition-1,26.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",1,4691.200000047684
20.0,13760748.0,condition-1,27.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",6,4982.09999997617
20.0,13760748.0,condition-1,28.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,2,5150.100000047678
20.0,13760748.0,condition-1,29.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,6,4329.000000047672
20.0,13760748.0,condition-1,30.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",6,4921.100000000006
20.0,13769060.0,condition-2,1.0,a3,auditory,a3kk-syakisyaki.mp4,"crisp, crunchy",7,11548.0
20.0,13769060.0,condition-2,2.0,a4,auditory,a4hh-zuruzuru.mp4,with a slurp,3,11978.0
20.0,13769060.0,condition-2,3.0,v8,visual,v8hh-marumaru.mp4,"plump, rotund, chubby",1,16359.0
20.0,13769060.0,condition-2,4.0,v6,visual,v6hh-huNwari.mp4,"gently, airily, fluffy",2,8887.0
20.0,13769060.0,condition-2,5.0,v7,visual,v7kk-kiritto.mp4,"crisp appearance, stiffly",4,30022.0
20.0,13769060.0,condition-2,6.0,i1,interoceptive,i1kk-gatugatu.mp4,"ravenously, greedily",1,12182.0
20.0,13769060.0,condition-2,7.0,i2,interoceptive,i2hh-syoboN.mp4,"downhearted, dejected",4,12913.0
20.0,13769060.0,condition-2,8.0,v4,visual,v4hh-bissiri.mp4,"closely lined up, densely",2,18572.0
20.0,13769060.0,condition-2,9.0,v1,visual,v1kk-gizagiza.mp4,"jagged, serrated",4,32781.0
20.0,13769060.0,condition-2,10.0,i3,interoceptive,i3kk-iraira.mp4,"to get irritated, annoyed",5,13863.0
20.0,13769060.0,condition-2,11.0,a7,auditory,a7kk-gisigisi.mp4,"with a creak, squeak",1,9717.0
20.0,13769060.0,condition-2,12.0,a8,auditory,a8hh-bosori.mp4,"in a whisper, in a murmur",4,26793.0
20.0,13769060.0,condition-2,13.0,v0,visual,v0hh-kukkiri.mp4,"clearly, distinctly, sharply",6,9838.0
20.0,13769060.0,condition-2,14.0,a6,auditory,a6hh-dosari.mp4,with a thud,3,8320.0
20.0,13769060.0,condition-2,15.0,i7,interoceptive,i7kk-zokuzoku.mp4,"shivering, feeling chilly",6,8922.0
20.0,13769060.0,condition-2,16.0,a0,auditory,a0hh-gosogoso.mp4,with a rustling sound,2,8904.0
20.0,13769060.0,condition-2,17.0,v5,visual,v5kk-nikoniko.mp4,"smilingly, with a grin",1,10984.0
20.0,13769060.0,condition-2,18.0,i5,interoceptive,i5kk-harahara.mp4,"anxious, nervous",6,9568.0
20.0,13769060.0,condition-2,19.0,v2,visual,v2hh-doNyori.mp4,"dark, gloomy",7,8736.0
20.0,13769060.0,condition-2,20.0,i9,interoceptive,i9kk-dokidoki.mp4,with a rapid heartbeat,4,9103.0
20.0,13769060.0,condition-2,21.0,a5,auditory,a5kk-dotabata.mp4,"noisily, with heavy feet",6,11648.0
20.0,13769060.0,condition-2,22.0,i8,interoceptive,i8hh-hotto.mp4,with a feeling of relief,4,18487.0
20.0,13769060.0,condition-2,23.0,i4,interoceptive,i4hh-tyaNto.mp4,"attentive, proper attitude",6,13363.0
20.0,13769060.0,condition-2,24.0,a1,auditory,a1kk-batyabatya.mp4,splashing,4,6125.0
20.0,13769060.0,condition-2,25.0,v9,visual,v9kk-bosabosa.mp4,"ruffled, disheveled",4,8838.0
20.0,13769060.0,condition-2,26.0,v3,visual,v3kk-hirahira.mp4,"fluttering, dangling",3,8937.0
20.0,13769060.0,condition-2,27.0,a9,auditory,a9kk-sakutto.mp4,with a crunch,4,12616.0
20.0,13769060.0,condition-2,28.0,i6,interoceptive,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner",4,8252.0
20.0,13769060.0,condition-2,29.0,a2,auditory,a2hh-zyaazyaa.mp4,noisily gushing,4,7354.0
20.0,13769060.0,condition-2,30.0,i0,interoceptive,i0hh-uNzari.mp4,"boredom, tedious, fed up with",6,5857.0
